Source,Affiliation,Institution,Country,DOI,ORCID,gleif,grid,psi,wikidata,isni
CrossRef,"Department of Chemical Engineering, University of Santiago de Compostela, Spain","Department of Chemical Engineering, University of Santiago de Compostela",ES,10.2495/mc110171,,,,,,
CrossRef,"Department of Orthopaedic Surgery, Seoul National University Bundang Hospital, Seoul National University College of Medicine, Seongnam, Korea.","Department of Orthopaedic Surgery, Seoul National University Bundang Hospital, Seoul National University College of Medicine",KR,10.3803/enm.2013.28.2.90,,,,,,
CrossRef,Vilnius Gediminas Technical University,Vilnius Gediminas Technical University,,10.3846/baltgraf.2015.015,,,,,,
CrossRef,"Department of Musicology, University of Oslo, Oslo, Norway","Department of Musicology, University of Oslo",NO,10.3402/qhw.v8i0.20597,,,,,,
CrossRef,Department of General Surgery; Emergency Surgery Unit,Department of General Surgery; Emergency Surgery Unit,,10.1111/ans.12660,,,,,,
CrossRef,Instituto Agronômico,Instituto AgronA? ?mico,,10.1590/s0006-87051993000100002,,,,,,
CrossRef,"Sciences and Exploration Directorate, NASA/GSFC, Greenbelt, Maryland 20771, United States","Sciences and Exploration Directorate, NASA/GSFC",US,10.1117/1.jrs.8.083514,,,,,,
CrossRef,Department of Metallurgy and Materials Engineering; Instituto Politécnico Nacional-ESIQIE,Department of Metallurgy and Materials Engineering; Instituto PolitA?©cnico Nacional-ESIQIE,,10.1002/srin.200200012,,,,,,
CrossRef,"Institute of Chemistry, Pedagogical University, Oleska 48, 45-052 Opole, Poland","Institute of Chemistry, Pedagogical University",PL,10.12693/aphyspola.85.797,,,,,,
CrossRef,"Department of Paediatrics, Centre for Metabolic Disease, University of Leuven, Leuven, Belgium; e-mail:","Department of Paediatrics, Centre for Metabolic Disease, University of Leuven",,10.1146/annurev.genom.2.1.129,,,,,,
CrossRef,"NamesforLife, LLC","NamesforLife, LLC",,10.1601/tx.29428,http://orcid.org/0000-0002-7436-3176,,,,,
CrossRef,"Department of Organ Transplantation and General Surgery; Kyoto Prefectural University of Medicine; Kajii-cho 465, Kamigyo-ku Kyoto-prefecture 602-8566 Japan",Department of Organ Transplantation and General Surgery; Kyoto Prefectural University of Medicine; Kajii-cho 465,JP,10.1111/nep.12451,,,,,,
CrossRef,Hebrew University and Beit Berl College,Hebrew University and Beit Berl College,,10.1075/jnlh.6.3.03dev,,,,,,
CrossRef,"Institute for Neurobiol., Okayama University Medical School","Institute for Neurobiol., Okayama University Medical School",,10.4044/joma1947.95.7-8_623,,,,,,
CrossRef,The Univ. of Tokyo (Japan),The Univ. of Tokyo,JP,10.1117/12.2232166,,,,,,
CrossRef,"Department of Materials Processing, Engineering, Tohoku University","Department of Materials Processing, Engineering, Tohoku University",,10.2320/matertrans1989.31.504,,,,,,
CrossRef,"Universidade Estadual do Ceará,  Brazil",Universidade Estadual do CearA?¡,BR,10.1590/s0100-736x2016000700017,,,,,,
CrossRef,"Department of Orthodontics, Yonsei University College of Dentistry, Seoul, Korea.","Department of Orthodontics, Yonsei University College of Dentistry",KR,10.5395/jkacd.2010.35.6.473,,,,,,
CrossRef,"Barking, Havering and Redbridge University Hospital NHS Trust; London UK","Barking, Havering and Redbridge University Hospital NHS Trust;",UK,10.1111/anae.13559,,,,,,
CrossRef,"Kokugakuin University, Higasi, Sibuya-ku, Tokyo 150",Kokugakuin University,,10.1143/jpsj.59.1676,,,,,,
CrossRef,"Samara State Aerospace University, Samara, Russia",Samara State Aerospace University,RU,10.1115/gt2016-57854,,,,,,
CrossRef,Department of Geosciences; University of Wisconsin-Milwaukee; Lapham Hall 3209 North Maryland Avenue 53211 Milwaukee WI USA,Department of Geosciences; University of Wisconsin-Milwaukee;,US,10.1111/j.1751-908x.2016.00376.x,,,,,,
CrossRef,Department of Geosciences; Florida Atlantic University; Davie Florida USA,Department of Geosciences; Florida Atlantic University;,US,10.1002/2015jg003246,,,,,,
CrossRef,EMLYON Business School; Ecully-Lyon France,EMLYON Business School;,FR,10.1002/9781118785317.weom060007,,,,,,
CrossRef,University of Puerto Rico (VCL),University of Puerto Rico,,10.1590/1677-553820133806728,,,,,,
CrossRef,University of Georgia; Athens GA USA,University of Georgia;,US,10.1002/9781118445112.stat07875,,,,,,
CrossRef,St Paul's Hospital; Vancouver Canada,St Paul's Hospital;,CA,10.1002/ccd.25823,,,,,,
CrossRef,Instituto de Investigaciones Químicas; Departamento de Química Inorgánica; Centro de Innovación en Química Avanzada (ORFEO-CINQA); Consejo Superior de Investigaciones Científicas (CSIC); Universidad de Sevilla; Avenida Américo Vespucio 49 41092 Sevilla Spain,Instituto de Investigaciones QuA?­micas; Departamento de QuA?­mica InorgA?¡nica; Centro de InnovaciA?3n en QuA?­mica Avanzada (ORFEO-CINQA); Consejo Superior de Investigaciones CientA?­ficas (CSIC); Universidad de Sevilla; Avenida AmA?©rico Vespucio 49,ES,10.1002/ejic.201501253,http://orcid.org/0000-0002-7337-3567,,,,,
CrossRef,Departments of Neurosurgery and,Departments of Neurosurgery and,,10.3171/jns-07/08/0308,,,,,,
CrossRef,Department of Chemistry; Kurume University School of Medicine; Kurume 830-0011 Japan,Department of Chemistry; Kurume University School of Medicine;,JP,10.1002/psc.2630,,,,,,
CrossRef,"Top Runner Incubation Center for Academia-Industry Fusion, Nagaoka University of Technology","Top Runner Incubation Center for Academia-Industry Fusion, Nagaoka University of Technology",,10.1299/jmmp.5.589,,,,,,
CrossRef,Research School of Earth Sciences; Australian National University; Canberra ACT Australia,Research School of Earth Sciences; Australian National University;,AU,10.1002/2016gl069483,,,,,,
CrossRef,Department of Obstetrics and Gynaecology; University of Ibadan; Ibadan Nigeria,Department of Obstetrics and Gynaecology; University of Ibadan;,NG,10.1002/j.1879-3479.1976.tb00597.x,,,,,,
CrossRef,China Academy of Aerospace Aerodynamics,China Academy of Aerospace Aerodynamics,,10.2514/6.2017-2338,,,,,,
CrossRef,"Department of Parasitology, Kaohsiung Medical University","Department of Parasitology, Kaohsiung Medical University",,10.7601/mez.55.25,,,,,,
CrossRef,"Department of Mechanics and Vibration, University Politehnica Timişoara, 300222 Timişoara, Romania","Department of Mechanics and Vibration, University Politehnica TimiA?oara",RO,10.1155/2014/139314,,,,,,
CrossRef,"Wright State University, Biomedical, Industrial and Human Factors Engineering, 3640 Colonel Glenn Highway, Dayton, Ohio 45435, United States","Wright State University, Biomedical, Industrial and Human Factors Engineering",US,10.1117/1.nph.3.2.025006,,,,,,
CrossRef,Centro de Investigación Príncipe Felipe (CIPF); Valencia Spain,Centro de InvestigaciA?,ES,10.1111/cge.13057,,,,,,
CrossRef,University of California Santa Barbara Materials Department; Santa Barbara CA 93106-5050,University of California Santa Barbara Materials Department;,US,10.1002/9781119075646.ch15,,,,,,
CrossRef,"Federal University of Campina Grande, Campina Grande, PB - Brazil",Federal University of Campina Grande,BR,10.1145/2851613.2851723,,,,,,
CrossRef,"Bureau of Epidemiology, Texas Department of Health, Austin, Texas","Bureau of Epidemiology, Texas Department of Health",US,10.4269/ajtmh.1985.34.58,,,,,,
CrossRef,Centro Hospitalar Tâmega E Sousa; Penafiel; Portugal,Centro Hospitalar TA?¢mega E Sousa;,PT,10.1111/jog.12077,,,,,,
CrossRef,"University of Florida, Gainesville, Florida, USA;",University of Florida,US,10.3201/eid0909.030047,,,,,,
CrossRef,The Liver Unit; Birmingham Children's Hospital NHS Foundation Trust; Birmingham UK,The Liver Unit; Birmingham Children's Hospital NHS Foundation Trust;,UK,10.1002/9781119046936.ch23,,,,,,
CrossRef,"SRH Wald-Klinikum Gera gGmbH, Klinik für Gastroenterologie, Hepatologie & Allgemeine Innere Medizin, Gera, Deutschland","SRH Wald-Klinikum Gera gGmbH, Klinik fA?1?4r Gastroenterologie, Hepatologie & Allgemeine Innere Medizin",DE,10.1055/s-0031-1283913,,,,,,
CrossRef,"Department of Apparel, Events, and Hospitality Management, Iowa State University, Ames, IA, USA",Department of Apparel,US,10.1080/17543266.2016.1225824,,,,,,
CrossRef,School of Space Research; Kyung Hee University; Gyeonggi Korea,School of Space Research; Kyung Hee University;,KR,10.1002/2016ja023391,http://orcid.org/0000-0001-8872-6065,,,,,
CrossRef,"Instituto de Telecomunicações-Aveiro, Campus Universitário de Santiago, 3810-193 Aveiro, Portugal",Instituto de TelecomunicaA?§A??es-Aveiro,PT,10.1155/2012/953269,,,,,,
CrossRef,"Department of Mathematics, Faculty of Science and Letters, Maltepe University, 34857 Maltepe, Istanbul, Turkey","Department of Mathematics, Faculty of Science and Letters, Maltepe University",TR,10.1155/2008/485706,http://orcid.org/0000-0001-7344-5826,,,,,
CrossRef,School of Environmental and Life Sciences; The University of Newcastle; PO Box 127 Ourimbah NSW 2258 Australia,School of Environmental and Life Sciences; The University of Newcastle;,AU,10.1111/ijfs.13168,,,,,,
CrossRef,"Department of Neurology, The Downstate Medical Center, State University of New York, 450 Clarkson Avenue, Brooklyn, NY 11203, USA","Department of Neurology, The Downstate Medical Center, State University of New York",US,10.1155/2013/913942,,,,,,
CrossRef,Key Laboratory of Photo-Electronic Materials; Ningbo University; Ningbo Zhejiang 315211 China,Key Laboratory of Photo-Electronic Materials; Ningbo University;,CN,10.1002/qua.24680,,,,,,
CrossRef,Faculdade de Ciências Agronômicas,Faculdade de CiA?ancias AgronA? ?micas,,10.1590/s0100-204x2000000600004,,,,,,
CrossRef,"Department of Medicine, University of Minnesota, Minneapolis","Department of Medicine, University of Minnesota",US,10.1001/jamainternmed.2014.4004,,,,,,
CrossRef,"Graduate School of Medical Sciences, Kitasato University","Graduate School of Medical Sciences, Kitasato University",,10.11560/jahp.27.special_issue_209,,,,,,
CrossRef,Department of Otolaryngology; Taichung Veterans General Hospital; Taichung Taiwan,Department of Otolaryngology; Taichung Veterans General Hospital;,TW,10.1002/alr.21575,,,,,,
CrossRef,ALASRU,ALASRU,,10.1590/s1517-45222003000200003,,,,,,
CrossRef,University of São Paulo,University of SA?£o Paulo,,10.5748/9788599693094-10contecsi/ps-455,,,,,,
CrossRef,Obstetrics and Gynecology; Academic Medical Centre; Amsterdam The Netherlands,Obstetrics and Gynecology; Academic Medical Centre;,NL,10.1002/uog.13432,,,,,,
CrossRef,Division of Counseling and Psychology; University of South Dakota,Division of Counseling and Psychology; University of South Dakota,US,10.1002/jcad.12090,,,,,,
CrossRef,Tima Moldogaziev is in the Department of Public Administration and Policy at the University of Georgia; Athens GA USA,Tima Moldogaziev is in the Department of Public Administration and Policy at the University of Georgia;,US,10.1111/padm.12139,,,,,,
CrossRef,"College of Transport & Communications, Shanghai Maritime University, Shanghai 201306, China","College of Transport & Communications, Shanghai Maritime University",CN,10.1155/2016/1840673,http://orcid.org/0000-0001-7688-8200,,,,,
CrossRef,College of Life and Environmental Sciences; University of Exeter; Penryn Campus TR10 9FE United Kingdom,College of Life and Environmental Sciences; University of Exeter;,UK,10.1111/evo.12652,,,,,,
CrossRef,"Department of Fisheries, Faculty of Bioresources, Mie University","Department of Fisheries, Faculty of Bioresources, Mie University",,10.5179/benthos1990.1995.49_1,,,,,,
CrossRef,"Department of Applied Physics, Faculty of Science, Tokyo University of Education","Department of Applied Physics, Faculty of Science, Tokyo University of Education",,10.1143/jpsj.30.306,,,,,,
CrossRef,Echocardiography Laboratory; Division of Cardiology; Hospital of the Government of the City of Buenos Aires “Dr. Cosme Argerich”; Buenos Aires Argentina,Echocardiography Laboratory; Division of Cardiology; Hospital of the Government of the City of Buenos Aires a?Dr. Cosme Argericha?;,AR,10.1111/echo.13422,,,,,,
CrossRef,"Division of Molecular Science, Faculty of Science and Technology; Gunma University; 1-5-1 Tenjin-cho Kiryu Gunma 376-8501 Japan","Division of Molecular Science, Faculty of Science and Technology; Gunma University;",JP,10.1002/0471264229.os093.12,,,,,,
CrossRef,"Vanderbilt University School of Medicine, Nashville, Tennessee, United States",Vanderbilt University School of Medicine,US,10.1055/s-0032-1312709,,,,,,
CrossRef,"Department of Organismic and Evolutionary Biology, Harvard University, 16 Divinity Avenue, Cambridge, Massachusetts 02138; email:  ;","Department of Organismic and Evolutionary Biology, Harvard University",US,10.1146/annurev.genet.31.1.337,,,,,,
CrossRef,"Department of Pediatrics, Chunbguk National University College of Medicine, Cheongju, Korea","Department of Pediatrics, Chunbguk National University College of Medicine",KR,10.15264/cpho.2015.22.1.48,,,,,,
CrossRef,"National University of Singapore, Singapore",National University of Singapore,SG,10.4018/978-1-59140-750-8.ch010,,,,,,
CrossRef,Department of Radiology; Seoul National University Hospital; Seoul South Korea,Department of Radiology; Seoul National University Hospital;,KR,10.1002/nbm.3236,,,,,,
CrossRef,Tel Aviv Univresity,Tel Aviv Univresity,,10.1075/target.14.2.05ben,,,,,,
CrossRef,"CAS Key Laboratory of Crust-Mantle Materials and Environments; School of Earth and Space Sciences, University of Science and Technology of China; Hefei 230026 China","CAS Key Laboratory of Crust-Mantle Materials and Environments; School of Earth and Space Sciences, University of Science and Technology of China;",CN,10.1111/1755-6724.12308_72,,,,,,
CrossRef,"Department of Civil Engineering, Shinshu University","Department of Civil Engineering, Shinshu University",,10.5030/jcigsjournal.15.225,,,,,,
CrossRef,"Klinik für Nephrologie, Universitätsklinikum Essen, Universität Duisburg-Essen, Essen","Klinik fA?1?4r Nephrologie, UniversitA?¤tsklinikum Essen, UniversitA?¤t Duisburg-Essen",,10.1055/s-0033-1350834,,,,,,
CrossRef,"Office of Energy Efficiency and Renewable Energy (EERE), Washington, DC (United States)",Office of Energy Efficiency and Renewable Energy (EERE),US,10.2172/1219227,,,,,,
CrossRef,"NamesforLife, LLC","NamesforLife, LLC",,10.1601/ex.19362,http://orcid.org/0000-0002-7436-3176,,,,,
CrossRef,Eduardo Torroja Institute (CSIC); Madrid 28033 Spain,Eduardo Torroja Institute (CSIC);,ES,10.1111/jace.12882,,,,,,
CrossRef,State Key Lab of Estuarine and Coastal Research; East China Normal University; Shanghai; China,State Key Lab of Estuarine and Coastal Research; East China Normal University;,CN,10.1029/2008gl033456,,,,,,
CrossRef,National Information and Communications Technology Australia; Sydney; NSW; Australia,National Information and Communications Technology Australia;,AU,10.1111/ner.12053,,,,,,
CrossRef,"Faculty of Life Sciences, The University of Manchester, Manchester, United Kingdom","Faculty of Life Sciences, The University of Manchester",UK,10.7717/peerj.1253,,,,,,
