Source,Affiliation,Institution,Country,DOI,ORCID,gleif,grid,psi,wikidata,isni
CrossRef,"Agency for Agribusiness Technology of São Paulo, 13400-970 Piracicaba, Brazil.",,,10.4142/jvs.2016.17.4.459,,,,,,
CrossRef,"London, UK",,,10.3366/pah.2017.0199,,,,,,
CrossRef,"From the Department of Ophthalmology and Visual Sciences, The Chinese University of Hong Kong, Hong Kong, China; and the2Department of Ophthalmology, Beijing Tongren Hospital, Capital University of Medical Sciences, Beijing, China.",,,10.1167/iovs.08-3151,,,,,,
CrossRef,Private Practice; Gravedona (Como) Italy,,,10.1111/clr.12181,,,,,,
CrossRef,"Universidade Diego Portales,  Chile",,,10.1590/s2178-14942017000100005,,,,,,
CrossRef,"Faculty of Medicine, Saint-Joseph University, P.O. Box 11-5076, Riad El Solh, Beirut 1107 2180, Lebanon",,,10.1155/2015/257927,,,,,,
CrossRef,"Department of Chemistry, Faculty of Science, Dicle University, 21280 Diyarbakir, Turkey",,,10.1155/2015/695324,,,,,,
CrossRef,"AK St. Georg, Hamburg, Germany; Onkologische Schwerpunktpraxis Hamburg, Hamburg, Germany; Eli Lilly &amp; Co, Bad Homburg, Germany; Eli Lilly and Company, Indianapolis, IN",,,10.1200/jco.2004.22.90140.2103,,,,,,
CrossRef,"Department of Urology, Tohoku University School of Medicine",,,10.5980/jpnjurol1928.79.6_1011,,,,,,
CrossRef,Strasbourg Hospital and University; Strasbourg France,,,10.1002/art.39172,,,,,,
CrossRef,"Department of Surgery, Wakaba Hospital, 28-13 Minami-Chuo, Tsu, Mie 514-0832, Japan",,,10.1155/2014/696403,,,,,,
CrossRef,Department of Otolaryngology-Head and Neck Surgery; Johns Hopkins University School of Medicine; Baltimore MD,,,10.1002/alr.21647,,,,,,
CrossRef,"Embrapa Amazônia Oriental,  Brasil",,,10.1590/s1676-06032003000200003,,,,,,
CrossRef,"Department of Biomedical Sciences and Human Oncology, Clinica Medica ""A. Murri"", University of Bari Medical School, Bari, Italy.",,,10.4082/kjfm.2016.37.4.205,,,,,,
CrossRef,"Department of Electronics, University Mohamed Boudiaf of M'sila BP.166, Route Ichebilia, M'sila 28000 Algeria",,,10.12693/aphyspola.127.1124,,,,,,
CrossRef,"Budapest University of Technology and Economics, Hungary",,,10.4018/978-1-4666-9479-8.ch020,,,,,,
CrossRef,"Fetal Medicine Unit, Department of Obstetrics; St George's Hospital; London United Kingdom",,,10.1002/uog.12705,,,,,,
CrossRef,"Centre Léon Bérard, Lyon, France; Hopital Thenon, Paris, France; Hopital Saint Antoine, Paris, France; CHU Boulogne sur Mer, Boulogne sur mer, France; Center Hospitalier Annecy, Annecy, France; Centre Mignot, Versaille, France; CHU Tours, Tours, France",,,10.1200/jco.2004.22.90140.5110,,,,,,
CrossRef,Université de Liège,,,10.1111/jora.12031,,,,,,
CrossRef,"Department of Anorectal Surgery, Jinan Central Hospital Affiliated to Shandong University, Jinan, Shandong 250013, P.R. China",,,10.3892/ol.2017.5750,,,,,,
CrossRef,"Department of Anesthesiology, Samsung Medical Center, Sungkyunkwan University School of Medicine, Korea.",,,10.4097/kjae.2001.41.2.252,,,,,,
CrossRef,"Department of Anesthesiology and Pain Medicine, School of Dentistry, Kyungpook National University, Daegu, Korea.",,,10.17245/jdapm.2016.16.3.159,,,,,,
CrossRef,Technical University of Dortmund,,,10.4204/eptcs.121.2,,,,,,
CrossRef,"Department of Radiation Oncology and Molecular Radiation Sciences, Johns Hopkins School of Medicine, Baltimore, Maryland",,,10.1001/jamaoncol.2015.1976,,,,,,
CrossRef,BAM Federal Institute for Materials Research and Testing; Unter den Eichen 87 12205 Berlin Germany,,,10.1002/pat.3165,,,,,,
CrossRef,Department of Chemistry; Indian Institute of Technology Madras; Chennai- 600036 Tamil Nadu India,,,10.1002/chem.201604911,,,,,,
CrossRef,Gedeon Richter Plc; Department of Medicinal Chemistry; Gyömröi ut 30 1103 Budapest Hungary,,,10.1002/9783527800315,,,,,,
CrossRef,"Breakthrough Technologies Co. Ltd, Kostomuksha Mine Combine, Karelia, Kostomuksha, Russia",,,10.1080/14786470410001714799,,,,,,
CrossRef,Inflammation Research Center; Unit of Cellular and Molecular (Patho)physiology; Ghent Belgium,,,10.1002/eji.201545863,,,,,,
CrossRef,UFV,,,10.1590/s0100-67622008000300001,,,,,,
CrossRef,Department of Mathematics; Virginia Tech; Blacksburg VA 24061-0123 USA,,,10.1002/mma.4238,,,,,,
CrossRef,"Department of Physical Therapy, Faculty of Health Sciences, Ryotokuji University: 5-8-1 Akemi, Urayasu City, Chiba 279-8567, Japan",,,10.1589/jpts.27.235,,,,,,
CrossRef,"Department of Trauma and Orthopaedics, Croydon University NHS Trust, Surrey, United Kingdom",,,10.1055/s-0032-1329233,,,,,,
CrossRef,"Department of Psychiatry; University Hospital Vall d'Hebron, CIBERSAM, Universitat Autònoma de Barcelona; Barcelona Spain",,,10.1111/j.1521-0391.2013.12103.x,,,,,,
CrossRef,Neuroscience Research Institute in SNUMRC; Seoul National University; Seoul Republic of Korea,,,10.1002/jnr.23427,,,,,,
CrossRef,Electrical and Computer Engineering Department; Northeastern University; Boston MA USA,,,10.1111/srt.12316,http://orcid.org/0000-0002-3796-7296,,,,,
CrossRef,"Toronto Western Hospital, Toronto, Ontario, Canada, and University of British Columbia; Vancouver, British Columbia Canada",,,10.1002/acr.22308,,,,,,
CrossRef,"Pontifícia Universidade Católica de Campinas,  Brasil",,,10.1590/s0103-05822009000400006,,,,,,
CrossRef,"Department of Zoology and Biological Station, University of Oklahoma, Norman, Oklahoma 73019; email:",,,10.1146/annurev.ecolsys.36.102003.152620,,,,,,
CrossRef,University of Tokyo,,,10.1541/ieejeiss1987.120.12_1948,,,,,,
CrossRef,National University of Science and Technology “MISIS”; Moscow Russia,,,10.1002/pen.23841,,,,,,
CrossRef,Asian Institute of Technology-AIT; Bangkok 12120 Thailand,,,10.1002/etep.2209,,,,,,
CrossRef,Centre for Addictions Research of British Columbia; University of Victoria; Victoria BC Canada,,,10.1111/add.12609,,,,,,
CrossRef,"Department of Applied Physics, Faculty of Engineering, The University of Tokyo",,,10.1143/jpsj.37.1695,,,,,,
CrossRef,"Department of Chemistry, Graduate School of Science and Engineering, Saitama University",,,10.1295/koron.2014-0093,,,,,,
CrossRef,"Department of Mathematics, College of Basic Sciences, Karaj Branch, Islamic Azad University, Alborz, Iran",,,10.1155/2014/564632,,,,,,
CrossRef,The Univ. of Tokyo (Japan),,,10.1117/12.2232685,,,,,,
CrossRef,"Hu Nang Electromechanics College, Changsha, China",,,10.2495/itie130671,,,,,,
CrossRef,"Division of Maternal-Fetal Medicine, Department of Obstetrics and Gynecology, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina",,,10.1055/s-0034-1383848,,,,,,
CrossRef,VCA Veterinary Referral Associates; Gaithersburg; MD; 20877,,,10.1111/vec.12033,,,,,,
CrossRef,University of Illinois at Urbana-Champaign; Urbana IL USA,,,10.1002/9781119951438.eibc0259.pub2,,,,,,
CrossRef,"Facharzt für Rechtsmedizin, Universitätsklinikum Magdeburg A. ö. R., Deutschland",,,10.1055/s-0041-109546,,,,,,
CrossRef,Provincial Key Laboratory of Agrobiology; Institute of Biotechnology; Jiangsu Academy of Agricultural Sciences; Nanjing 210014 China,,,10.1111/tpj.13541,,,,,,
CrossRef,University of São Paulo,,,10.1590/s0041-87812002000200003,,,,,,
CrossRef,"Faculty of Engineering,
School of Electronic, Electrical and
Systems Engineering,
Loughborough University,
Leicestershire LE11 3TU, UK;Department of Mechanical and
Industrial Engineering,
College of Engineering,
Qatar University,
Doha 2713, Qatar
e-mail: samer@qu.edu.qa",,,10.1115/1.4035458,,,,,,
CrossRef,Department of Occupational and Environmental Health School of Public Health; China Medical University; Shenyang People's Republic of China,,,10.1002/tox.22320,,,,,,
CrossRef,"Instituto Nacional de Pesquisas da Amazônia/INPA,  Brasil",,,10.1590/s0104-77602013000200003,,,,,,
CrossRef,"Department of General Surgery, Konyang University Hospital, Daejeon, Korea.",,,10.4048/jbc.2007.10.2.162,,,,,,
CrossRef,"Division of Viral Hepatitis, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention, CDC.",,,10.15585/mmwr.mm6618a2,,,,,,
CrossRef,SEGJ Editorial Committee,,,10.3124/segj.62.563,,,,,,
CrossRef,University of California; Santa Barbara USA,,,10.1002/9781118663219.wbegss105,,,,,,
CrossRef,State Key Laboratory of Severe Weather; Chinese Academy of Meteorological Sciences; Beijing China,,,10.1002/qj.2952,,,,,,
CrossRef,"Department of Orthopaedic Surgery, Faculty of Medicine, Fukuoka University, Fukuoka 814‑0180, Japan",,,10.3892/mco.2015.492,,,,,,
CrossRef,Department of Cardiology; Clinical Hospital Center Zemun; Faculty of Medicine; University of Belgrade; Belgrade Serbia,,,10.1111/echo.12411,,,,,,
CrossRef,Space Physics Laboratory; Vikram Sarabhai Space Centre; Trivandrum India,,,10.1029/2010ja016013,,,,,,
CrossRef,"Department of Mechanics, School of Applied Mathematical and Physical Sciences, National Technical Univ. of Athens, 5 Heroes of Polytechnion Avenue, Theocaris Building, Zografou Campus, 157 73 Athens, GR (Corresponding author), e-mail: stakkour@central.ntua.gr",,,10.1520/mpc20130056,,,,,,
CrossRef,National Institute of Chemistry; Laboratory for Polymer Chemistry and Technology; Hajdrihova 19 SI-1000 Ljubljana Slovenia,,,10.1002/pola.27391,,,,,,
CrossRef,"Department of Politics, Philosophy, and Economics; Asian University for Women; Chittagong Bangladesh",,,10.1111/deve.12109,,,,,,
CrossRef,Department of Economics; Emory University; Atlanta GA,,,10.1111/1475-6773.12203,,,,,,
CrossRef,"Géosciences; Université de Montpellier 2, CNRS; Montpellier France",,,10.1029/2007wr006690,,,,,,
CrossRef," Clinical Instructor in Orthodontics, Growth and Development Department, College of Dentistry, Ajman University of Science &amp; Technology, Ajman, United Arab Emirates.",,,10.2319/071614-498.1,,,,,,
CrossRef,Semiconductor Manufacturing International Corp. (China),,,10.1117/12.2220017,,,,,,
CrossRef,"Department of Urology, NYU Langone Medical Center, NYU School of Medicine, New York, NY, USA.",,,10.4111/kju.2015.56.7.478,,,,,,
CrossRef,EPAMIG,,,10.1590/s0100-29452001000200010,,,,,,
CrossRef,State Key Laboratory and Institute of Elemento-organic Chemistry; Collaborative Innovation Center of Chemical Science and Engineering (Tianjin); Nankai University; Tianjin 300071 China,,,10.1002/ange.201509164,,,,,,
CrossRef,"Department of Anesthesiology and Pain Medicine, College of Medicine, Kyunghee University, Seoul, Korea.",,,10.4097/kjae.2005.49.4.585,,,,,,
CrossRef,"National Clinical Research Centre for Kidney Disease, State Key Laboratory of Organ Failure Research, Department of Biostatistics; School of Public Health and Tropical Medicine, Southern Medical University; Guangzhou Guangdong P.R. China",,,10.1002/sim.6827,,,,,,
CrossRef,"State Key Laboratory of Chemo/Biosensing & Chemometrics; College of Chemistry & Chemical Engineering, Hunan University; Changsha China",,,10.1002/jssc.201600348,,,,,,
CrossRef,JP Business Service Corporation,,,10.1541/ieejpes.126.297,,,,,,
CrossRef,"Fundação de Medicina Tropical do Amazonas; Universidade do Estado do Amazonas,  Brasil",,,10.1590/s0365-05962011000100025,,,,,,
CrossRef,"Artep Inc., 2922 Excelsior Springs Court, Ellicott City, Maryland 21042, USA",,,10.1063/1.4959918,,,,,,
CrossRef,"Department of Neurosurgery, University Medical Center Freiburg, Freiburg in Breisgan, Germany",,,10.1055/s-0033-1343982,,,,,,
CrossRef,"University of Massachusetts Amherst, Amherst, MA, USA",,,10.1145/2970398.2970403,,,,,,
CrossRef,"Universidade Estadual de Santa Cruz,  Brasil",,,10.1590/s0104-530x2012000300005,,,,,,
CrossRef,"Department of Dermatology; Icahn School of Medicine at Mount Sinai, New York, NY",,,10.1111/jdv.14334,,,,,,
CrossRef,"Department of Electronic Materials Engineering, Kwangwoon University, Seoul 139-701, Korea",,,10.1166/jnn.2016.13706,,,,,,
CrossRef,Department of Gynecology; Obstetrics and Gynecology Hospital of Fudan University; Shanghai China,,,10.1111/ajo.12468,,,,,,
CrossRef,Obstetrics and Gynecology; Hospital Universitario de Valme; Sevilla Spain,,,10.1002/uog.14440,,,,,,
CrossRef,Epidemiology; OptumInsight; Waltham; MA; USA,,,10.1002/pds.3400,,,,,,
CrossRef,Pontifícia Universidade Católica do Rio de Janeiro; Grupo de Análise e Prevenção de Conflitos Internacionais,,,10.1590/s0102-85292006000200006,,,,,,
CrossRef,The University of Alabama; Tuscaloosa AL USA,,,10.1002/047084289x.rn00869.pub2,,,,,,
CrossRef,UNESP - Univ Estadual Paulista,,,10.20906/cps/con-2016-0245,,,,,,
CrossRef,"Universidade Federal de Ciências da Saúde de Porto Alegre,  Brazil",,,10.1590/1678-98652016000600002,,,,,,
CrossRef,Program of Chemical and Biological Sciences; U.S. D.O.E. Ames Laboratory; 311 TASF Ames IA 50011 USA,,,10.1002/cphc.201600740,,,,,,
CrossRef,"Shenzhen Xenotransplantation Medical Engineering Research and Development Center, Shenzhen Second People’s Hospital, First Affiliated Hospital of Shenzhen University, Shenzhen 518035, China",,,10.1262/jrd.2016-079,,,,,,
CrossRef,Brien Holden Vision Institute; Sydney Australia,,,10.1111/opo.12278,,,,,,
CrossRef,"Kogakuin University, Shinjuku-ku, Tokyo, Japan",,,10.1145/2955193.2955200,,,,,,
CrossRef,Ball State University,,,10.1111/jasp.12081,,,,,,
CrossRef,Centre College,,,10.1111/ssqu.12285,,,,,,
CrossRef,Pontifícia Universidade Católica do Paraná; UNIFESP,,,10.1590/s0102-86502000000700007,,,,,,
CrossRef,"Department of Orthopaedic Surgery, Graduate School of Medical Sciences; Kyushu University; 3-1-1 Maidashi, Higashi-ku Fukuoka 812-8582 Japan",,,10.1002/jor.23052,,,,,,
CrossRef,"Osaka Medical Center for Cancer and Cardiovascular Diseases, Osaka, Japan",,,10.1200/jco.2011.29.4_suppl.67,,,,,,
CrossRef,"Department of Cogno-Mechatronics Engineering, Pusan National University, Pusan 609-735, Korea",,,10.1166/jnn.2017.14159,,,,,,
CrossRef,Universidade Estadual do Norte Fluminense Darcy Ribeiro,,,10.1590/s0366-69132010000100002,,,,,,
CrossRef,UNESP,,,10.1590/s0071-12761981000100019,,,,,,
CrossRef,"NamesforLife, LLC",,,10.1601/nm.28657,http://orcid.org/0000-0002-7436-3176,,,,,
CrossRef,"McCombs School of Business, University of Texas at Austin, 2110 Speedway, Austin, TX 78172 (e-mail: )",,,10.1257/aer.p20171050,,,,,,
CrossRef,"State Key Laboratory of Materials-Oriented Chemical Engineering, College of Chemical Engineering; Nanjing Tech University; 5 Xinmofan Road Nanjing 210009 P. R. China",,,10.1002/aic.15227,,,,,,
CrossRef,University of Alabama at Birmingham; USA,,,10.1002/9781118410868.wbehibs540,,,,,,
CrossRef,"FiHV, paediatric emergency department staff nurse, Frimley Health Foundation Trust",,,10.12968/johv.2017.5.4.184,,,,,,
CrossRef,Universidade Federal de Minas Gerais,,,10.1590/s0004-282x1988000400009,,,,,,
CrossRef,"Department of Medicine, University of Nigeria Teaching Hospital, P.M.B. 01129, Ituku-Ozalla, Enugu, Nigeria",,,10.1155/2011/251913,,,,,,
CrossRef,Universidade Estácio de Sá,,,10.1590/s1414-32832006000200014,,,,,,
CrossRef,"Graduate School of Science, Kyoto University; Department of Chemistry; Sakyo Kyoto, 606-8502 Japan",,,10.1002/0471264229.os090.12,,,,,,
CrossRef,Department of Ecology; Evolution and Behavior; University of Minnesota; Saint Paul Minnesota 55108,,,10.1111/evo.12461,,,,,,
CrossRef,UNESP,,,10.1590/s0100-83582013000100024,,,,,,
CrossRef,"Dept. of Architecture, Faculty of Industrial Tech., Nihon Univ.",,,10.3130/aijt.5.213_5,,,,,,
CrossRef,"Abt. für Anästhesie, Intensiv- und Rettungsmedizin, Zentrum für Schmerztherapie, BG Unfallkrankenhaus Hamburg",,,10.1055/s-0041-108569,,,,,,
CrossRef,"Renal Division, Department of Medicine; Brigham and Women's Hospital; Boston Massachusetts",,,10.1002/jcp.25412,,,,,,
CrossRef,"Library and Museum of Freemasonry, London",,,10.1558/jrff.v4i1.146,,,,,,
CrossRef,"Universidade Federal do Espírito Santo,  Brasil",,,10.1590/s0101-66282010000300004,,,,,,
CrossRef,"Shalom Co., Ltd.",,,10.5100/jje.52.s194,,,,,,
CrossRef,"2nd Department of Internal Medicine, Showa University School of Medicine",,,10.11641/pdensks.47.0_202,,,,,,
CrossRef,"Instituto Oswaldo Cruz,  Brasil",,,10.1590/s0074-02761994000400001,,,,,,
CrossRef,"School of Mechanical Engineering, Southeast University, China",,,10.2495/acar140211,,,,,,
CrossRef,Green Lane Cardiovascular Service and New Zealand Heart and Lung Transplant Program; Auckland City Hospital; Auckland; New Zealand,,,10.1111/imj.12069,,,,,,
CrossRef,"Shijiazhuang Mechanical Engineering College, Electronic Engineering Department, Xinhua Region, Heping Road, No. 97, Shijiazhuang, 050003, China",,,10.1117/1.jei.25.2.023006,,,,,,
CrossRef,Center for RNA Research Institute for Basic Sciences (IBS) Department of Chemistry; Seoul National University; Seoul 151-747 South Korea,,,10.1002/adhm.201570070,,,,,,
